,episode,round,state,action,reward,done,model,environment
409,97,2,14256,5.0,0.0,False,Q_learning,TriquiEnv
410,97,3,14261,,-1.0,True,Q_learning,TriquiEnv
411,98,0,0,3.0,,,Q_learning,TriquiEnv
412,98,1,15309,7.0,0.0,False,Q_learning,TriquiEnv
413,98,2,15354,3.0,0.0,False,Q_learning,TriquiEnv
414,98,3,15354,,-1000.0,True,Q_learning,TriquiEnv
415,99,0,0,2.0,,,Q_learning,TriquiEnv
416,99,1,171,5.0,0.0,False,Q_learning,TriquiEnv
417,99,2,176,4.0,0.0,False,Q_learning,TriquiEnv
418,99,3,176,,-1000.0,True,Q_learning,TriquiEnv
419,100,0,0,2.0,,,Q_learning,TriquiEnv
420,100,1,171,5.0,0.0,False,Q_learning,TriquiEnv
421,100,2,176,0.0,0.0,False,Q_learning,TriquiEnv
422,100,3,7223,3.0,0.0,False,Q_learning,TriquiEnv
423,100,4,9464,,-1.0,True,Q_learning,TriquiEnv
424,101,0,0,3.0,,,Q_learning,TriquiEnv
425,101,1,15309,2.0,0.0,False,Q_learning,TriquiEnv
426,101,2,15480,8.0,0.0,False,Q_learning,TriquiEnv
427,101,3,15487,1.0,0.0,False,Q_learning,TriquiEnv
428,101,4,17188,4.0,0.0,False,Q_learning,TriquiEnv
429,101,5,17188,,-1000.0,True,Q_learning,TriquiEnv
430,102,0,0,2.0,,,Q_learning,TriquiEnv
431,102,1,171,6.0,0.0,False,Q_learning,TriquiEnv
432,102,2,1386,1.0,0.0,False,Q_learning,TriquiEnv
433,102,3,1386,,-1000.0,True,Q_learning,TriquiEnv
434,103,0,0,3.0,,,Q_learning,TriquiEnv
435,103,1,15309,5.0,0.0,False,Q_learning,TriquiEnv
436,103,2,15474,8.0,0.0,False,Q_learning,TriquiEnv
437,103,3,15493,3.0,0.0,False,Q_learning,TriquiEnv
438,103,4,15493,,-1000.0,True,Q_learning,TriquiEnv
439,104,0,0,2.0,,,Q_learning,TriquiEnv
440,104,1,171,8.0,0.0,False,Q_learning,TriquiEnv
441,104,2,178,8.0,0.0,False,Q_learning,TriquiEnv
